,ID,Arrival Date,Arrival Time,Start Date,Finish Date,Waiting Duration,Service Duration
24,24,2024-11-01 11:01:58.167612,121.96946020085426,2024-11-01 11:19:35.745322,2024-11-01 11:45:02.996632,17.626295159714118,25.454188512338835
25,26,2024-11-01 11:11:31.643641,131.52739401753544,2024-11-01 11:23:23.160805,2024-11-01 11:54:33.206723,11.858619405746907,31.16743196654262
26,29,2024-11-01 11:24:40.232367,144.67053945625966,2024-11-01 11:41:31.559841,2024-11-01 12:03:16.890039,16.855457893903463,21.75550329318851
27,28,2024-11-01 11:19:35.769165,139.59615275124708,2024-11-01 11:39:29.913738,2024-11-01 12:06:59.902809,19.90240954432005,27.49981785081143
28,31,2024-11-01 11:33:13.117947,153.21863244250744,2024-11-01 11:54:33.206723,2024-11-01 12:09:13.329363,21.334812947317516,14.66871066280405
29,27,2024-11-01 11:13:31.643641,133.52739401753544,2024-11-01 11:32:56.283224,2024-11-01 12:13:30.691829,19.410659719022988,40.573476741609014
30,30,2024-11-01 11:27:35.972842,147.5995473736167,2024-11-01 11:45:02.996632,2024-11-01 12:18:15.705042,17.45039649929052,33.21180682585239
31,33,2024-11-01 11:41:14.408083,161.24013472294075,2024-11-01 12:06:59.902809,2024-11-01 12:24:47.747300,25.758245423437813,17.797408182510978
32,34,2024-11-01 11:47:25.725864,167.42876440447424,2024-11-01 12:09:13.329363,2024-11-01 12:30:51.503722,21.793391648154767,21.636239316073013
33,32,2024-11-01 11:37:50.863531,157.84772552188633,2024-11-01 12:03:16.890039,2024-11-01 12:33:27.355311,25.433775121465317,30.174421203255292
34,36,2024-11-01 11:56:10.364807,176.1727467809202,2024-11-01 12:18:15.705042,2024-11-01 12:42:56.533592,22.08900391783942,24.680475832232553
35,38,2024-11-01 12:05:49.817976,185.83029959758932,2024-11-01 12:30:51.503722,2024-11-01 12:43:22.103739,25.028095771112703,12.510000285114849
36,35,2024-11-01 11:51:41.957179,171.69928631575692,2024-11-01 12:13:30.691829,2024-11-01 12:48:20.581579,21.812244162410536,34.83149584307276
37,37,2024-11-01 12:00:46.821321,180.780355350511,2024-11-01 12:24:47.747300,2024-11-01 12:52:52.570173,24.015432978378556,28.080381228438753
38,39,2024-11-01 12:11:19.377322,191.32295536434523,2024-11-01 12:33:27.355311,2024-11-01 13:06:19.224885,22.132966482261708,32.86449290342422
39,40,2024-11-01 12:15:51.939919,195.8656653226152,2024-11-01 12:42:56.533592,2024-11-01 13:08:54.637035,27.076561208376972,25.968390719434094
40,42,2024-11-01 12:24:03.802679,204.063377990606,2024-11-01 12:48:20.581579,2024-11-01 13:14:53.136088,24.279648330634217,26.542575142377494
41,41,2024-11-01 12:19:43.891476,199.731524604778,2024-11-01 12:43:22.103739,2024-11-01 13:18:51.701388,23.63687104903886,35.49329414714346
42,43,2024-11-01 12:27:47.778432,207.79630720100033,2024-11-01 12:52:52.570173,2024-11-01 13:36:10.550357,25.079862356327965,43.299669724212535
43,44,2024-11-01 12:31:06.153960,211.10256599826235,2024-11-01 13:06:19.224885,2024-11-01 13:36:16.346176,35.2178487517688,29.95202151477389
44,46,2024-11-01 12:37:46.903559,217.7817259877805,2024-11-01 13:14:53.136088,2024-11-01 13:38:42.533747,37.103875475837214,23.82329431606057
45,45,2024-11-01 12:34:09.853368,214.16422279401186,2024-11-01 13:08:54.637035,2024-11-01 13:39:02.668768,34.74639445641441,30.13386221008538
46,47,2024-11-01 12:43:22.865956,223.38109926184765,2024-11-01 13:18:51.701388,2024-11-01 13:41:09.649712,35.48059053911268,22.299138724356407
47,49,2024-11-01 12:53:27.994609,233.46657681848563,2024-11-01 13:36:16.346176,2024-11-01 13:55:02.975701,42.8058594463194,18.777158743611743
48,48,2024-11-01 12:48:38.830295,228.6471715903585,2024-11-01 13:36:10.550357,2024-11-01 14:00:28.890264,47.528667691182335,24.305665125494972
49,52,2024-11-01 13:12:25.783010,252.42971683171794,2024-11-01 13:41:09.649712,2024-11-01 14:11:25.914343,28.73111169359879,30.271077193533028
50,50,2024-11-01 12:59:39.769746,239.66282910227528,2024-11-01 13:38:42.533747,2024-11-01 14:11:52.051801,39.04606667740302,33.15863422948419
51,51,2024-11-01 13:06:15.554463,246.25924105795545,2024-11-01 13:39:02.668768,2024-11-01 14:16:28.076007,32.78523840255619,37.42345398848686
52,53,2024-11-01 13:16:24.651996,256.41086660224335,2024-11-01 13:55:02.975701,2024-11-01 14:19:11.683859,38.63872840617341,24.1451359738769
53,54,2024-11-01 13:22:38.093883,262.63489805575034,2024-11-01 14:00:28.890264,2024-11-01 14:20:09.479326,37.84660635128546,19.67648436082958
54,57,2024-11-01 13:34:14.430668,274.2405111282462,2024-11-01 14:16:28.076007,2024-11-01 14:31:49.632970,42.22742232075228,15.359282724547414
55,59,2024-11-01 13:43:42.544697,283.70907828638985,2024-11-01 14:20:09.479326,2024-11-01 14:41:06.739011,36.44891048147554,20.95432808048377
56,58,2024-11-01 13:38:43.427725,278.72379541307237,2024-11-01 14:19:11.683859,2024-11-01 14:41:46.541935,40.4709355692213,22.580967935403518
57,55,2024-11-01 13:26:17.765826,266.2960971033398,2024-11-01 14:11:25.914343,2024-11-01 14:46:20.064482,45.13580861550997,34.902502318508645
58,60,2024-11-01 13:47:03.292225,287.0548704178197,2024-11-01 14:31:49.632970,2024-11-01 14:49:49.294268,44.772345755726235,17.99435495669874
59,61,2024-11-01 13:50:42.302560,290.7050426673886,2024-11-01 14:41:06.739011,2024-11-01 14:52:51.108796,50.40727418096054,11.739496424020532
60,56,2024-11-01 13:30:55.840630,270.9306771718822,2024-11-01 14:11:52.051801,2024-11-01 14:54:24.690170,40.93685283728024,42.543972820356124
61,66,2024-11-01 14:13:46.275890,313.77126482945647,2024-11-01 14:54:24.690170,2024-11-01 15:11:23.112367,40.64023800006214,16.973703282602425
62,62,2024-11-01 13:55:04.929193,295.08215322017276,2024-11-01 14:41:46.541935,2024-11-01 15:12:15.175245,46.69354569752443,30.47722182996632
63,63,2024-11-01 13:58:00.131994,298.0021998968758,2024-11-01 14:46:20.064482,2024-11-01 15:18:26.035374,48.33220814048258,32.09951485867701
64,64,2024-11-01 14:05:00.678949,305.0113158207848,2024-11-01 14:49:49.294268,2024-11-01 15:25:48.694959,44.810255309459876,35.99001151485482
65,65,2024-11-01 14:09:13.551110,309.22585183312697,2024-11-01 14:52:51.108796,2024-11-01 15:26:10.604050,43.62596143924276,33.324920897660775
66,68,2024-11-01 14:22:05.726623,322.0954437135852,2024-11-01 15:12:15.175245,2024-11-01 15:27:15.837976,50.15747703407828,15.011045513892373
67,67,2024-11-01 14:17:59.393075,317.9898845885849,2024-11-01 15:11:23.112367,2024-11-01 15:40:39.757502,53.3953215235361,29.277418923361658
68,69,2024-11-01 14:27:52.161920,327.8693653254772,2024-11-01 15:18:26.035374,2024-11-01 15:44:27.045595,50.564557570558236,26.016837026823413
69,72,2024-11-01 14:41:30.659704,341.51099506890824,2024-11-01 15:27:15.837976,2024-11-01 15:53:45.661381,45.752971192647635,26.497056755716038
70,70,2024-11-01 14:32:37.590675,332.6265112420886,2024-11-01 15:25:48.694959,2024-11-01 15:57:40.974010,53.18507140301085,31.871317527206568
71,71,2024-11-01 14:37:06.641201,337.11068669065673,2024-11-01 15:26:10.604050,2024-11-01 15:58:51.308463,49.066047479373765,32.67840687461897
72,90,2024-11-02 09:04:40.038603,4.667310052176623,2024-11-02 09:04:40.038603,2024-11-02 09:15:27.227284,0.0,10.786478006421461
73,91,2024-11-02 09:09:41.247356,9.687455927853595,2024-11-02 09:09:41.247356,2024-11-02 09:28:17.011215,0.0,18.596064326903182
74,94,2024-11-02 09:24:15.320316,24.25533859768523,2024-11-02 09:24:15.320316,2024-11-02 09:39:04.201307,0.0,14.814683180381495
75,93,2024-11-02 09:19:44.333378,19.73888963496728,2024-11-02 09:19:44.333378,2024-11-02 09:44:08.003202,0.0,24.394497062320582
76,92,2024-11-02 09:14:31.800519,14.53000864893107,2024-11-02 09:14:31.800519,2024-11-02 09:45:36.676560,0.0,31.081267348676043
77,95,2024-11-02 09:27:54.122380,27.90203965951544,2024-11-02 09:27:54.122380,2024-11-02 09:47:45.779256,0.0,19.86094794416253
78,96,2024-11-02 09:32:07.152882,32.119214692395055,2024-11-02 09:32:07.152882,2024-11-02 09:55:17.670825,0.0,23.175299058111733
79,98,2024-11-02 09:42:22.878063,42.38130104800663,2024-11-02 09:44:08.003202,2024-11-02 10:05:49.163935,1.7520856492812342,21.68601221840359
80,97,2024-11-02 09:36:46.166926,36.76944876024075,2024-11-02 09:39:04.201307,2024-11-02 10:07:52.365279,2.3005730178259753,28.80273286796476
81,100,2024-11-02 09:53:01.931590,53.03219316866069,2024-11-02 09:53:01.931590,2024-11-02 10:15:40.022315,0.0,22.63484541609664
82,99,2024-11-02 09:47:42.258447,47.70430745694379,2024-11-02 09:47:42.258447,2024-11-02 10:19:30.526916,0.0,31.804474474507288
83,102,2024-11-02 10:03:14.499026,63.24165043581795,2024-11-02 10:05:49.163935,2024-11-02 10:24:09.370693,2.577748479873499,18.33677930394163
84,101,2024-11-02 09:56:17.543710,56.29239516407076,2024-11-02 09:56:17.543710,2024-11-02 10:24:24.142478,0.0,28.109979463172735
85,103,2024-11-02 10:08:51.815212,68.86358686008188,2024-11-02 10:08:51.815212,2024-11-02 10:25:44.473809,0.0,16.877643289090305
86,105,2024-11-02 10:15:31.677046,75.52795077312484,2024-11-02 10:19:30.526916,2024-11-02 10:41:41.551081,3.9808311583262252,22.183736088429075
87,106,2024-11-02 10:22:07.525777,82.12542961620653,2024-11-02 10:24:09.370693,2024-11-02 10:47:01.292340,2.030748603426545,22.865360784034326
88,108,2024-11-02 10:32:16.970035,92.28283391639593,2024-11-02 10:32:16.970035,2024-11-02 10:50:36.665164,0.0,18.328252154994352
89,104,2024-11-02 10:13:31.677046,73.52795077312484,2024-11-02 10:15:40.022315,2024-11-02 10:54:41.469461,2.1390878116324927,39.02411909678434
90,107,2024-11-02 10:28:11.071405,88.18452341759321,2024-11-02 10:28:11.071405,2024-11-02 11:09:17.485908,0.0,41.10690837932316
91,109,2024-11-02 10:37:30.080046,97.50133409814997,2024-11-02 10:41:41.551081,2024-11-02 11:11:14.111355,4.191183921730172,29.542671235402107
92,110,2024-11-02 10:42:31.739058,102.52898430458482,2024-11-02 10:47:01.292340,2024-11-02 11:15:59.820091,4.492554699082575,28.975462516026976
93,113,2024-11-02 10:59:58.631250,119.97718750086342,2024-11-02 11:09:17.485908,2024-11-02 11:21:20.366664,9.314244296052934,12.048012604618542
94,111,2024-11-02 10:49:10.417418,109.17362363386847,2024-11-02 10:50:36.665164,2024-11-02 11:22:37.176581,1.437462437521802,32.00852360881339
95,115,2024-11-02 11:09:03.522142,129.0587023708027,2024-11-02 11:15:59.820091,2024-11-02 11:29:58.935867,6.938299148891673,13.985262933982154
96,112,2024-11-02 10:56:16.460969,116.27434948908584,2024-11-02 10:56:16.460969,2024-11-02 11:36:33.417682,0.0,40.28261188443863
97,117,2024-11-02 11:17:32.825389,137.5470898236563,2024-11-02 11:22:37.176581,2024-11-02 11:37:19.098163,5.072519856547359,14.698693035119444
98,114,2024-11-02 11:06:09.405960,126.15676599768581,2024-11-02 11:11:14.111355,2024-11-02 11:37:34.824411,5.078423257596441,26.3452176012436
99,118,2024-11-02 11:22:26.261679,142.4376946423879,2024-11-02 11:29:58.935867,2024-11-02 11:46:48.603518,7.544569811288625,16.827794172772933
100,116,2024-11-02 11:15:27.311056,135.45518427071536,2024-11-02 11:21:20.366664,2024-11-02 11:47:09.800799,5.884260130819541,25.82390224943619
101,120,2024-11-02 11:30:06.663242,150.1110540351435,2024-11-02 11:37:19.098163,2024-11-02 11:49:37.117283,7.207248680179617,12.300318674501835
102,119,2024-11-02 11:26:44.491335,146.74152225587946,2024-11-02 11:36:33.417682,2024-11-02 12:03:29.394352,9.815439117645013,26.93294449676143
103,121,2024-11-02 11:35:58.332121,155.97220202032642,2024-11-02 11:37:34.824411,2024-11-02 12:09:09.878561,1.6082048361994339,31.584235833390924
104,122,2024-11-02 11:41:25.291440,161.42152399496524,2024-11-02 11:46:48.603518,2024-11-02 12:10:14.854658,5.3885346314842195,23.437519006729623
105,124,2024-11-02 11:52:16.486093,172.2747682106556,2024-11-02 11:52:16.486093,2024-11-02 12:14:37.389836,0.0,22.348395730946983
106,126,2024-11-02 12:03:23.764971,183.39608284405472,2024-11-02 12:09:09.878561,2024-11-02 12:22:48.680441,5.7685598458620575,13.646697999191119
107,127,2024-11-02 12:08:06.913749,188.11522914667526,2024-11-02 12:10:14.854658,2024-11-02 12:29:28.226406,2.1323484865038154,19.22286246154989
108,123,2024-11-02 11:46:48.160168,166.80266947447714,2024-11-02 11:47:09.800799,2024-11-02 12:30:44.257835,0.36067717649396513,43.57428393317488
109,128,2024-11-02 12:13:25.066905,193.41778174173774,2024-11-02 12:14:37.389836,2024-11-02 12:33:42.682043,1.2053821998648289,19.088203438963248
110,125,2024-11-02 11:57:28.143018,177.46905030609855,2024-11-02 12:03:29.394352,2024-11-02 12:39:18.085490,6.020855564187343,35.811518962919834
111,129,2024-11-02 12:18:38.898058,198.6483009594268,2024-11-02 12:22:48.680441,2024-11-02 12:50:05.522488,4.163039729681117,27.280700770423252
112,132,2024-11-02 12:32:38.820112,212.64700186829867,2024-11-02 12:33:42.682043,2024-11-02 12:52:39.576023,1.064365512267159,18.948233000994097
113,130,2024-11-02 12:22:42.243891,202.7040648519351,2024-11-02 12:29:28.226406,2024-11-02 12:54:03.516182,6.766375242793856,24.588162936791104
114,133,2024-11-02 12:36:39.999048,216.66665080673312,2024-11-02 12:39:18.085490,2024-11-02 12:59:30.645308,2.6347740264725985,20.20933030552466
115,134,2024-11-02 12:40:43.571092,220.72618485934987,2024-11-02 12:50:05.522488,2024-11-02 13:08:34.238826,9.365856600181303,18.478605646935453
116,131,2024-11-02 12:28:43.852230,208.7308704979712,2024-11-02 12:30:44.257835,2024-11-02 13:14:40.385502,2.006760086174779,43.93546111192616
117,137,2024-11-02 12:53:31.587147,233.5264524497157,2024-11-02 12:59:30.645308,2024-11-02 13:15:19.369968,5.984302689014669,15.812077655180971
118,136,2024-11-02 12:49:24.096893,229.4016148885446,2024-11-02 12:54:03.516182,2024-11-02 13:22:53.199372,4.65698814297545,28.82805316987538
119,135,2024-11-02 12:44:12.628825,224.210480422355,2024-11-02 12:52:39.576023,2024-11-02 13:24:53.211958,8.449119959204921,32.227265588910775
120,138,2024-11-02 12:57:46.032313,237.76720521152575,2024-11-02 13:08:34.238826,2024-11-02 13:26:01.835756,10.803441894940875,17.459948833163164
121,140,2024-11-02 13:07:36.322462,247.6053743659663,2024-11-02 13:15:19.369968,2024-11-02 13:37:40.812399,7.717458427945047,22.35737386063046
122,139,2024-11-02 13:02:52.848265,242.88080442419732,2024-11-02 13:14:40.385502,2024-11-02 13:38:18.233448,11.79228727187484,23.63079909785264
123,142,2024-11-02 13:13:54.233980,253.90389967465825,2024-11-02 13:24:53.211958,2024-11-02 13:45:15.400770,10.982966295812446,20.369813533225006
124,143,2024-11-02 13:19:22.641824,259.37736373111215,2024-11-02 13:26:01.835756,2024-11-02 13:46:31.363465,6.653232208517636,20.49212848312217
125,145,2024-11-02 13:27:55.823425,267.93039041528203,2024-11-02 13:38:18.233448,2024-11-02 13:48:52.001334,10.373500378642746,10.5627981065764
126,144,2024-11-02 13:23:02.209373,263.03682288821494,2024-11-02 13:37:40.812399,2024-11-02 13:55:58.116195,14.64338376632685,18.288396590332614
127,141,2024-11-02 13:10:07.589796,250.1264965972054,2024-11-02 13:22:53.199372,2024-11-02 13:59:41.253665,12.76015960419005,36.80090488563734
128,148,2024-11-02 13:39:53.507531,279.8917921752211,2024-11-02 13:48:52.001334,2024-11-02 14:01:24.000645,8.974896725280075,12.533321841259498
129,149,2024-11-02 13:44:16.262217,284.27103694458265,2024-11-02 13:55:58.116195,2024-11-02 14:04:04.023604,11.697566300291783,8.09845681692235
130,147,2024-11-02 13:34:57.015573,274.9502595497129,2024-11-02 13:46:31.363465,2024-11-02 14:10:09.867418,11.572464873039053,23.641732544032035
131,152,2024-11-02 13:57:47.418000,297.7902999936373,2024-11-02 14:04:04.023604,2024-11-02 14:11:37.899844,6.27676006815949,7.5646039980593125
132,153,2024-11-02 14:00:20.998913,300.34998188781407,2024-11-02 14:10:09.867418,2024-11-02 14:17:09.867418,9.814475078969906,7.0
133,146,2024-11-02 13:30:44.087452,270.73479087133495,2024-11-02 13:45:15.400770,2024-11-02 14:17:38.831441,14.521888632360742,32.390511183289384
134,150,2024-11-02 13:49:27.292761,289.4548793471231,2024-11-02 13:59:41.253665,2024-11-02 14:19:42.052405,10.232681739909708,20.01331233096363
135,154,2024-11-02 14:04:57.349062,304.9558176917614,2024-11-02 14:11:37.899844,2024-11-02 14:24:49.967061,6.67584636809471,13.20112028895253
136,155,2024-11-02 14:09:55.194294,309.9199048960859,2024-11-02 14:17:09.867418,2024-11-02 14:30:07.928583,7.2445520706980915,12.967686084910895
137,158,2024-11-02 14:27:19.590147,327.32650245064605,2024-11-02 14:27:19.590147,2024-11-02 14:40:43.335655,0.0,13.395758466208978
138,151,2024-11-02 13:52:54.462954,292.907715904151,2024-11-02 14:01:24.000645,2024-11-02 14:47:22.260320,8.492294837609677,45.97099459952415
139,156,2024-11-02 14:15:24.410467,315.4068411244988,2024-11-02 14:17:38.831441,2024-11-02 15:01:23.679394,2.2403495624863012,43.747465872072134
140,157,2024-11-02 14:21:31.235226,321.5205870965948,2024-11-02 14:21:31.235226,2024-11-02 15:02:22.788023,0.0,40.85921328755978
141,160,2024-11-02 14:33:59.582863,333.9930477083476,2024-11-02 14:40:43.335655,2024-11-02 15:04:27.553194,6.729213208507417,23.736958980142234
142,159,2024-11-02 14:30:18.817578,330.31362629630553,2024-11-02 14:30:18.817578,2024-11-02 15:08:00.333390,0.0,37.69193019771481
143,161,2024-11-02 14:38:45.827591,338.7637931888986,2024-11-02 14:47:22.260320,2024-11-02 15:19:34.802056,8.60721215238624,32.209028930437256
144,163,2024-11-02 14:45:34.385425,345.5730904109972,2024-11-02 15:02:22.788023,2024-11-02 15:22:12.779681,16.806709973157353,19.83319430689444
145,162,2024-11-02 14:41:52.690742,341.8781790283958,2024-11-02 15:01:23.679394,2024-11-02 15:24:47.295055,19.51647753066146,23.393594361895673
146,165,2024-11-02 14:57:01.991359,357.03318931149806,2024-11-02 15:08:00.333390,2024-11-02 15:29:49.679726,10.972367182522248,21.822438931558313
147,166,2024-11-02 15:00:40.760477,360.67934128067395,2024-11-02 15:19:34.802056,2024-11-02 15:42:50.622883,18.900692991048118,23.263680440231965
148,164,2024-11-02 14:50:32.892989,350.5482164870073,2024-11-02 15:04:27.553194,2024-11-02 15:43:50.639483,13.911003409989917,39.38477147903323
149,168,2024-11-02 15:07:46.900252,367.78167087007944,2024-11-02 15:24:47.295055,2024-11-02 15:59:20.414589,17.00658005087348,34.55199222081313
150,180,2024-11-03 09:04:10.355822,4.172597036684729,2024-11-03 09:04:10.355822,2024-11-03 09:29:35.406029,0.0,25.417503450907695
151,183,2024-11-03 09:15:10.750713,15.1791785486312,2024-11-03 09:15:10.750713,2024-11-03 09:34:33.705261,0.0,19.38257580000318
152,184,2024-11-03 09:19:25.230730,19.42051217432167,2024-11-03 09:19:25.230730,2024-11-03 09:43:24.850141,0.0,23.99365685057984
153,186,2024-11-03 09:28:35.610083,28.593501379263387,2024-11-03 09:34:33.705261,2024-11-03 09:51:30.640432,5.968252969370994,16.948919514014044
154,185,2024-11-03 09:24:45.691568,24.761526131694943,2024-11-03 09:29:35.406029,2024-11-03 09:52:24.906964,4.82857435589748,22.825015580535755
155,182,2024-11-03 09:11:47.050075,11.784167922369903,2024-11-03 09:11:47.050075,2024-11-03 09:53:24.031129,0.0,41.61635089875654
156,187,2024-11-03 09:32:55.623123,32.927052047866425,2024-11-03 09:43:24.850141,2024-11-03 10:03:01.580113,10.487116977035086,19.61216619060974
157,190,2024-11-03 09:48:16.388143,48.27313570859184,2024-11-03 09:53:24.031129,2024-11-03 10:07:39.745987,5.127383112534602,14.261914297917862
158,181,2024-11-03 09:08:51.833409,8.863890148936719,2024-11-03 09:08:51.833409,2024-11-03 10:09:32.166064,0.0,60.67221091175303
159,189,2024-11-03 09:44:11.362434,44.18937389716789,2024-11-03 09:52:24.906964,2024-11-03 10:19:33.944531,8.225742170960288,27.150626109615846
160,188,2024-11-03 09:38:03.166981,38.052783017322,2024-11-03 09:51:30.640432,2024-11-03 10:28:36.930791,13.457890845326425,37.10483931810584
161,192,2024-11-03 09:57:53.822548,57.897042464460306,2024-11-03 10:07:39.745987,2024-11-03 10:29:16.347381,9.765390654583989,21.610023228603822
162,191,2024-11-03 09:53:57.202852,53.95338087345675,2024-11-03 10:03:01.580113,2024-11-03 10:31:39.024857,9.072954342054501,28.62407906997172
163,193,2024-11-03 10:01:10.736633,61.178943885286614,2024-11-03 10:09:32.166064,2024-11-03 10:40:36.620899,8.357157175403131,31.074247261053635
164,194,2024-11-03 10:05:16.618410,65.27697349393226,2024-11-03 10:19:33.944531,2024-11-03 10:45:36.019464,14.288768683811767,26.034582222529345
165,196,2024-11-03 10:15:16.649364,75.27748939847798,2024-11-03 10:29:16.347381,2024-11-03 10:53:19.730287,13.994966949170134,24.056381775172795
166,197,2024-11-03 10:17:28.853863,77.48089771433246,2024-11-03 10:31:39.024857,2024-11-03 10:57:33.197441,14.169516571150524,25.902876405463353
167,198,2024-11-03 10:21:37.338629,81.62231048165391,2024-11-03 10:40:36.620899,2024-11-03 11:02:23.587593,18.98803784008946,21.782778220898813
168,195,2024-11-03 10:10:35.508921,70.5918153507114,2024-11-03 10:28:36.930791,2024-11-03 11:15:01.949470,18.023697830042863,46.4169779863463
169,200,2024-11-03 10:32:30.333529,92.50555881635916,2024-11-03 10:53:19.730287,2024-11-03 11:29:50.335738,20.823279306461757,36.51009084333258
170,199,2024-11-03 10:27:24.321585,87.40535974329026,2024-11-03 10:45:36.019464,2024-11-03 11:30:43.186405,18.194964656983103,45.11944902041189
171,201,2024-11-03 10:36:04.836832,96.08061385931038,2024-11-03 10:57:33.197441,2024-11-03 11:37:09.780782,21.472676831635965,39.609722347582796
172,202,2024-11-03 10:39:06.710185,99.11183640845042,2024-11-03 11:02:23.587593,2024-11-03 11:39:19.271666,23.281290134191778,36.92806789764687
173,205,2024-11-03 10:55:52.314874,115.87191456350864,2024-11-03 11:30:43.186405,2024-11-03 11:40:38.305979,34.84785885717663,9.91865955631086
174,203,2024-11-03 10:46:05.069339,106.0844889875569,2024-11-03 11:15:01.949470,2024-11-03 11:46:52.419627,28.94800217954368,31.841169277201548
175,207,2024-11-03 11:07:06.995692,127.11659486459908,2024-11-03 11:39:19.271666,2024-11-03 11:53:52.005871,32.20459957568997,14.545570077187701
176,206,2024-11-03 11:01:39.846799,121.66411331266316,2024-11-03 11:37:09.780782,2024-11-03 11:54:02.544456,35.49889972586597,16.879394560467723
177,204,2024-11-03 10:52:25.809858,112.43016429420256,2024-11-03 11:29:50.335738,2024-11-03 11:54:11.060041,37.40876467195095,24.345405058769103
178,209,2024-11-03 11:13:49.514605,133.8252434146428,2024-11-03 11:46:52.419627,2024-11-03 12:07:18.488234,33.048417029659305,20.4344767871209
179,208,2024-11-03 11:11:22.578732,131.37631220532487,2024-11-03 11:40:38.305979,2024-11-03 12:12:40.030871,29.262120771671277,32.02874820004387
180,210,2024-11-03 11:19:02.752786,139.04587976548115,2024-11-03 11:53:52.005871,2024-11-03 12:14:23.437545,34.82088475199561,20.523861240216227
181,214,2024-11-03 11:39:57.545642,159.95909403813354,2024-11-03 12:12:40.030871,2024-11-03 12:28:54.538058,32.70808713890648,16.241786450530086
182,213,2024-11-03 11:33:50.974120,153.84956866402706,2024-11-03 12:07:18.488234,2024-11-03 12:30:20.519771,33.45856856739596,23.0338589451275
183,211,2024-11-03 11:24:56.146024,144.935767063459,2024-11-03 11:54:02.544456,2024-11-03 12:31:41.623679,29.10664053553785,37.65132038383623
